Section,Region,District,Chiefdom,Location,Facility,Type,InCharge,Contact,Year,Month,AllOut,Suspected,Tested,Confirmed,Treated,Presumed,ThresholdAllOut,ThresholdSuspected,ThresholdTested,ThresholdConfirmed,ThresholdTreated,ThresholdPresumed,LowerBoundAllOut,UpperBoundAllOut,LowerBoundSuspected,UpperBoundSuspected,LowerBoundTested,UpperBoundTested,LowerBoundConfirmed,UpperBoundConfirmed,LowerBoundTreated,UpperBoundTreated
Facility,,,,Badjia Chiefdom,Ngelehun (Badjia) CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Badjia Chiefdom,Njagbahun (Badjia) MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Badjia Chiefdom,Njandama MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bagbwe Chiefdom,Barlie MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bagbwe Chiefdom,Benduma (Bagbwe) MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bagbwe Chiefdom,Kondiama MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bagbwe Chiefdom,Kpetema (Bagbwe) MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bagbwe Chiefdom,Mendewa MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bagbwe Chiefdom,Ngalu CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bagbwe Chiefdom,Samie Buma MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Baoma Chiefdom,Baoma Station CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Baoma Chiefdom,Blamawo MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Baoma Chiefdom,Faabu CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Baoma Chiefdom,Foindu (Baoma) MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Baoma Chiefdom,Gbahama (Baoma) CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Baoma Chiefdom,Gerehun CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Baoma Chiefdom,Golu MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Baoma Chiefdom,Jan Christian Helvings Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Baoma Chiefdom,Jembe CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Baoma Chiefdom,Jormu (Baoma) MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Baoma Chiefdom,Kigbai MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Baoma Chiefdom,Kpunbu MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Baoma Chiefdom,Mbundorbu MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Baoma Chiefdom,Pelewahun (Baoma) MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Baoma Chiefdom,Tugbebu CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Baoma Chiefdom,Yakaji MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Baoma Chiefdom,Yamandu CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bargbo Chiefdom,Bum Kaku MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bargbo Chiefdom,Gbangbalia MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bargbo Chiefdom,Jimmi CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bargbo Chiefdom,Kakama MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bargbo Chiefdom,Kasse MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bargbo Chiefdom,Limba CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bargbo Chiefdom,Mano Yorgbo MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bargbo Chiefdom,Momajo CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bargbo Chiefdom,Niagorehun (Bargbo) CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bargbo Chiefdom,Senehun Ngolan MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bongor Chiefdom,Gbaama MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bongor Chiefdom,Lowoma (Bongor) MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bongor Chiefdom,Mamboma (Bongor) CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bongor Chiefdom,Telu CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bumpe Ngao Chiefdom,Bongor (Bumpe Ngao) MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bumpe Ngao Chiefdom,Buma MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bumpe Ngao Chiefdom,Bumpe CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bumpe Ngao Chiefdom,Kabiyama MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bumpe Ngao Chiefdom,Kaniya MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bumpe Ngao Chiefdom,Kpetema (Bumpe Ngao) CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bumpe Ngao Chiefdom,Makayonie MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bumpe Ngao Chiefdom,Mokoba MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bumpe Ngao Chiefdom,Mokpende MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bumpe Ngao Chiefdom,Ngolahun (Bumpe Ngao) CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bumpe Ngao Chiefdom,Niagorehun Vaakie MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bumpe Ngao Chiefdom,Sahn (Bumpe Ngao) CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bumpe Ngao Chiefdom,Serabu (Bumpe Ngao) CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bumpe Ngao Chiefdom,Serabu Mission Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bumpe Ngao Chiefdom,Taninahun (Bumpe Ngao) CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bumpe Ngao Chiefdom,Walihun (Bumpe Ngao) MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bumpe Ngao Chiefdom,Yengema (Bumpe Ngao) MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Gbo Chiefdom,Gbaiima CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Gbo Chiefdom,Sembehun Mamagewoh CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Jaiama Chiefdom,Koribondo CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Jaiama Chiefdom,Mano-Jaiama CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Jaiama Chiefdom,Niayahun CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kakua Chiefdom,Bandajuma MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kakua Chiefdom,Bo Childrens Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kakua Chiefdom,Egyptian (Bo) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kakua Chiefdom,Fengehun CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kakua Chiefdom,Fullawahun MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kakua Chiefdom,Gbongboma MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kakua Chiefdom,Keindeyella MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kakua Chiefdom,Maguama CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kakua Chiefdom,Mamasa Life Saving Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kakua Chiefdom,Marie Stopes (Kakua) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kakua Chiefdom,Massah Memorial Maternity MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kakua Chiefdom,Ndegbomie MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kakua Chiefdom,Nduvuibu MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kakua Chiefdom,United Methodist Church Manjama CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Komboya Chiefdom,Gumahun MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Komboya Chiefdom,Komboya Gbauja MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Komboya Chiefdom,Kpamajama MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Komboya Chiefdom,Mano (Komboya) MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Komboya Chiefdom,Niagorehun (Komboya) MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Komboya Chiefdom,Njala (Komboya) CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Komboya Chiefdom,Teibor CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Lugbu Chiefdom,Bontiwo MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Lugbu Chiefdom,Feiba CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Lugbu Chiefdom,Hima MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Lugbu Chiefdom,Karleh MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Lugbu Chiefdom,Kpetewoma CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Lugbu Chiefdom,Ngieyehun MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Lugbu Chiefdom,Upper Saama MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Lugbu Chiefdom,Yambama CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Niawa Lenga Chiefdom,Korbu MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Niawa Lenga Chiefdom,Nengbema CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Niawa Lenga Chiefdom,Ngogbebu MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Niawa Lenga Chiefdom,Pendebu MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Selenga Chiefdom,Damballa CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Selenga Chiefdom,Gbangba MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Tikonko Chiefdom,Bockman Maternity CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Tikonko Chiefdom,Gondama (Tikonko) CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Tikonko Chiefdom,Griema MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Tikonko Chiefdom,Haikal CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Tikonko Chiefdom,Kassama MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Tikonko Chiefdom,Mattru on the Rail CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Tikonko Chiefdom,Mendewa CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Tikonko Chiefdom,Mendewa Layout CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Tikonko Chiefdom,Sebehun Tarbay MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Tikonko Chiefdom,Theresa Hakim CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Tikonko Chiefdom,Tikonko (Bo) CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Tikonko Chiefdom,Towama CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Tikonko Chiefdom,Veronica MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Tikonko Chiefdom,We Care Health Centre Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Tikonko Chiefdom,Zion CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Valunia Chiefdom,Baomahun CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Valunia Chiefdom,Foya (Valunia) CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Valunia Chiefdom,Grima (Valunia) CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Valunia Chiefdom,Kenema Blango CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Valunia Chiefdom,Kpewama MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Valunia Chiefdom,Kpuabu MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Valunia Chiefdom,Mongere CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Valunia Chiefdom,Ngolahun Jabaty CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Valunia Chiefdom,Pujehun (Valunia) CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Wonde Chiefdom,Bathurst CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Wonde Chiefdom,Fanima (Wonde) MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Wonde Chiefdom,Gboyama CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Wonde Chiefdom,Kambawama MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Biriwa Chiefdom,Bumban CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Biriwa Chiefdom,Bumbanday MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Biriwa Chiefdom,Kagbaneh CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Biriwa Chiefdom,Kagbankona MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Biriwa Chiefdom,Kakorla MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Biriwa Chiefdom,Kamabai CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Biriwa Chiefdom,Kamasikie CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Biriwa Chiefdom,Kamathudgu MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Biriwa Chiefdom,Kanikay MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Biriwa Chiefdom,Karina CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Biriwa Chiefdom,Kathakeya CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Biriwa Chiefdom,Kayainkassa CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Biriwa Chiefdom,Kayonkoro CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Biriwa Chiefdom,Manjoro MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Biriwa Chiefdom,Waridala Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bombali Sebora Chiefdom,Arab (Makeni) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bombali Sebora Chiefdom,Maboleh CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bombali Sebora Chiefdom,Maforay (Bombali Sebora) CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bombali Sebora Chiefdom,Makama CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bombali Sebora Chiefdom,Makump CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bombali Sebora Chiefdom,Masory CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bombali Sebora Chiefdom,Pate-Bana Masimbo CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bombali Sebora Chiefdom,Patebana CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bombali Sebora Chiefdom,Rescue International (Bombali Sebora) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bombali Sebora Chiefdom,Robat CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bombali Serry Chiefdom,Manonkoh Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bombali Serry Chiefdom,Rokonta CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Gbanti (Bombali) Chiefdom,Kunsho CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Gbanti (Bombali) Chiefdom,Panlap CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Gbanti (Bombali) Chiefdom,Stocco CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Gbanti (Bombali) Chiefdom,Yoni (Gbanti) CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Gbendembu Chiefdom,Gbendembu CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Gbendembu Chiefdom,Kortohun MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Gbendembu Chiefdom,Madina Loko CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Gbendembu Chiefdom,Mamaka (Gbendembu) MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Gbendembu Chiefdom,Mambala MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kamaranka Chiefdom,Kamaranka CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kamaranka Chiefdom,Makaiba MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kamaranka Chiefdom,Makassa MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kamaranka Chiefdom,Rosint MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Kamaranka Chiefdom,Royeama CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Magbaimba Ndohahun Chiefdom,Hunduwa MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Magbaimba Ndohahun Chiefdom,Kagbere CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Magbaimba Ndohahun Chiefdom,Mambiama MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Magbaimba Ndohahun Chiefdom,Manjaka MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makarie Chiefdom,Fullah Town 1 (Makarie) CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makarie Chiefdom,Karefay Themne CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makarie Chiefdom,Kerefay Loko MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makarie Chiefdom,Kolisokoh CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makarie Chiefdom,Mabayo MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makarie Chiefdom,Magbaikoli MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makarie Chiefdom,Magbenteh Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makarie Chiefdom,Makarie MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makarie Chiefdom,Mangay Loko MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makarie Chiefdom,Marie Stopes (Makarie) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makarie Chiefdom,Masongbo (Makarie) CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makarie Chiefdom,Mateneh MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makarie Chiefdom,Punthun MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makarie Chiefdom,Thonkoba CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makarie Chiefdom,Yainkassa CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Mara Chiefdom,Kiampkakolo MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Mara Chiefdom,Manewa MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Mara Chiefdom,Mara CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Ngowahun Chiefdom,Kalangba (Ngowahun) CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Ngowahun Chiefdom,Maharie CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Ngowahun Chiefdom,Makiteh (Ngowahun) MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Ngowahun Chiefdom,Masongbo Loko CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Ngowahun Chiefdom,Tambiama CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Paki Masabong Chiefdom,Kathanta Bana CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Paki Masabong Chiefdom,Kathekeya Kaboli CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Paki Masabong Chiefdom,Makeni Lol MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Paki Masabong Chiefdom,Makolor CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Paki Masabong Chiefdom,Mapaki CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Paki Masabong Chiefdom,Masabong Pil MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Paki Masabong Chiefdom,Masingbi Lol MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Safroko Limba Chiefdom,Binkolo CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Safroko Limba Chiefdom,Kabombeh MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Safroko Limba Chiefdom,Kabonka MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Safroko Limba Chiefdom,Kagbo MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Safroko Limba Chiefdom,Kapethe MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Safroko Limba Chiefdom,Kateneh MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Safroko Limba Chiefdom,Kayasie CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Safroko Limba Chiefdom,Mabonkani MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Safroko Limba Chiefdom,Maselleh MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Safroko Limba Chiefdom,Masongbo Limba MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Bombali Police CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Branda Medical Centre Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Caring Hands Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,City Garden Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Fullah Town 2 (Makeni City) CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Hamanda Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Happy Kid and Adolescent (Makeni City) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Holy Spirit Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Holy Spirit Mobile Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Loreto Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Makeni Correctional Centre Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Makeni Government Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Masuba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Modern Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,New Hope Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Red Cross (Makeni City) CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Sanda Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Stocco Leprosy and TB Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Teko Barracks CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Makeni City,Tonko CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bendu-Cha Chiefdom,Bendu (Bendu-Cha) CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bendu-Cha Chiefdom,Foya (Bendu-Cha) CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bendu-Cha Chiefdom,Giebina CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,,,,Bendu-Cha Chiefdom,Mindohun MCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,
